1121,22853,1509580800,0
1121,22853,1509581100,0
1121,22853,1509581400,0
1121,22853,1509581700,0
1121,22853,1509582000,0
1121,22853,1509582300,0
1121,22853,1509582600,0
1121,22853,1509582900,0
1121,22853,1509583200,0
1121,22853,1509583500,0
1121,22853,1509583800,0
1121,22853,1509584100,0
1121,22853,1509584400,0
1121,22853,1509584700,0
1121,22853,1509585000,0
1121,22853,1509585300,0
1121,22853,1509585600,0
1121,22853,1509585900,0
1121,22853,1509586200,0
1121,22853,1509586500,0
1121,22853,1509586800,0
1121,22853,1509587100,0
1121,22853,1509587400,0
1121,22853,1509587700,0
1121,22853,1509588000,0
1121,22853,1509588300,0
1121,22853,1509588600,0
1121,22853,1509588900,0
1121,22853,1509589200,0
1121,22853,1509589500,0
1121,22853,1509589800,0
1121,22853,1509590100,0
1121,22853,1509590400,0
1121,22853,1509590700,0
1121,22853,1509591000,0
1121,22853,1509591300,0
1121,22853,1509591600,0
1121,22853,1509591900,0
1121,22853,1509592200,0
1121,22853,1509592500,0
1121,22853,1509592800,0
1121,22853,1509593100,0
1121,22853,1509593400,0
1121,22853,1509593700,0
1121,22853,1509594000,0
1121,22853,1509594300,0
1121,22853,1509594600,0
1121,22853,1509594900,0
1121,22853,1509595200,0
1121,22853,1509595500,0
1121,22853,1509595800,0
1121,22853,1509596100,0
1121,22853,1509596400,0
1121,22853,1509596700,0
1121,22853,1509597000,0
1121,22853,1509597300,0
1121,22853,1509597600,0
1121,22853,1509597900,0
1121,22853,1509598200,0
1121,22853,1509598500,0
1121,22853,1509598800,0
1121,22853,1509599100,0
1121,22853,1509599400,0
1121,22853,1509599700,0
1121,22853,1509600000,0
1121,22853,1509600300,0
1121,22853,1509600600,0
1121,22853,1509600900,0
1121,22853,1509601200,0
1121,22853,1509601500,0
1121,22853,1509601800,0
1121,22853,1509602100,0
1121,22853,1509602400,0
1121,22853,1509602700,0
1121,22853,1509603000,0
1121,22853,1509603300,0
1121,22853,1509603600,0
1121,22853,1509603900,0
1121,22853,1509604200,0
1121,22853,1509604500,0
1121,22853,1509604800,0
1121,22853,1509605100,0
1121,22853,1509605400,0
1121,22853,1509605700,0
1121,22853,1509606000,0
1121,22853,1509606300,0
1121,22853,1509606600,0
1121,22853,1509606900,0
1121,22853,1509607200,0
1121,22853,1509607500,0
1121,22853,1509607800,0
1121,22853,1509608100,0
1121,22853,1509608400,0
1121,22853,1509608700,0
1121,22853,1509609000,0
1121,22853,1509609300,0
1121,22853,1509609600,0
1121,22853,1509609900,0
1121,22853,1509610200,0
1121,22853,1509610500,0
1121,22853,1509610800,0
1121,22853,1509611100,0
1121,22853,1509611400,0
1121,22853,1509611700,0
1121,22853,1509612000,0
1121,22853,1509612300,0
1121,22853,1509612600,0
1121,22853,1509612900,0
1121,22853,1509613200,0
1121,22853,1509613500,0
1121,22853,1509613800,0
1121,22853,1509614100,0
1121,22853,1509614400,0
1121,22853,1509614700,0
1121,22853,1509615000,0
1121,22853,1509615300,0
1121,22853,1509615600,0
1121,22853,1509615900,0
1121,22853,1509616200,0
1121,22853,1509616500,0
1121,22853,1509616800,0
1121,22853,1509617100,0
1121,22853,1509617400,0
1121,22853,1509617700,0
1121,22853,1509618000,0
1121,22853,1509618300,0
1121,22853,1509618600,0
1121,22853,1509618900,0
1121,22853,1509619200,0
1121,22853,1509619500,0
1121,22853,1509619800,0
1121,22853,1509620100,0
1121,22853,1509620400,0
1121,22853,1509620700,0
1121,22853,1509621000,0
1121,22853,1509621300,0
1121,22853,1509621600,0
1121,22853,1509621900,0
1121,22853,1509622200,0
1121,22853,1509622500,0
1121,22853,1509622800,0
1121,22853,1509623100,0
1121,22853,1509623400,0
1121,22853,1509623700,0
1121,22853,1509624000,0
1121,22853,1509624300,0
1121,22853,1509624600,0
1121,22853,1509624900,0
1121,22853,1509625200,0
1121,22853,1509625500,0
1121,22853,1509625800,0
1121,22853,1509626100,0
1121,22853,1509626400,0
1121,22853,1509626700,0
1121,22853,1509627000,0
1121,22853,1509627300,0
1121,22853,1509627600,0
1121,22853,1509627900,0
1121,22853,1509628200,0
1121,22853,1509628500,0
1121,22853,1509628800,0
1121,22853,1509629100,0
1121,22853,1509629400,0
1121,22853,1509629700,0
1121,22853,1509630000,0
1121,22853,1509630300,0
1121,22853,1509630600,0
1121,22853,1509630900,0
1121,22853,1509631200,0
1121,22853,1509631500,0
1121,22853,1509631800,0
